"","long","lat"
"1",180.000005008956,90.0000025044782
"2",144.000017667543,-90.0000025044782
"3",325.107852039119,26.8818248183239
"4",325.784040766950,26.0331174648892
"5",326.449273871353,25.1832199509915
"6",327.10368795611,24.3329501917842
"7",327.747474266519,23.4827760552252
"8",328.381015293173,22.6330305130366
"9",329.004748168178,21.7839218859881
"10",329.619191985913,20.9356772778696
"11",330.224811199239,20.0887099151260
"12",330.821633128915,19.2429224675614
"13",331.41039543537,18.3983593314056
"14",331.991617212981,17.5550922236448
"15",332.565708273099,16.7131382197519
"16",333.133051106317,15.8725126876526
"17",333.694137486255,15.0332770990493
"18",334.249240620481,14.1953554680877
"19",334.79928941472,13.3597253655926
"20",335.342972472653,12.5255022820665
"21",335.882011001951,11.692607670334
"22",336.416596247909,10.8609091954799
"23",336.947219984149,10.0304034424096
"24",337.474128097481,9.20097002903898
"25",337.997812361524,8.37260639404712
"26",338.518436700819,7.5451588581777
"27",339.036492888986,6.71858174454063
"28",339.552172171322,5.89275552482543
"29",340.065939000690,5.06765543959638
"30",340.578011943145,4.24313677422042
"31",341.088773489278,3.41915043671289
"32",341.598496846658,2.59558436928274
"33",342.107509864364,1.77233761319628
"34",342.616113070720,0.94933386243389
"35",343.124661635562,0.126430323353227
"36",343.633374124945,-0.696416386419108
"37",344.142633029461,-1.51933844171572
"38",344.652766198191,-2.34238968363719
"39",345.163992197188,-3.16573483713638
"40",345.676748158559,-3.98938756259163
"41",346.191252648358,-4.81350708878796
"42",346.707915477934,-5.63810302067891
"43",347.226927892585,-6.46337044554263
"44",347.748754345174,-7.28929484922714
"45",348.273586080998,-8.11603716806477
"46",348.801914873677,-8.94359825582914
"47",349.333959289264,-9.7721300842293
"48",349.870183780623,-10.601601917414
"49",350.410834234565,-11.4321682884132
"50",350.956402424709,-12.2637984613756
"51",351.506779068029,-13.0976595448757
"52",352.063794655221,-13.9327167652541
"53",352.626766167371,-14.7689829291157
"54",353.196158057339,-15.6063777817376
"55",353.772298174208,-16.4449645023697
"56",354.355623650084,-17.2846679589310
"57",354.946571617074,-18.1254744910434
"58",355.545551886527,-18.9673294571933
"59",356.152919628281,-19.8104770366436
"60",356.76946714428,-20.6544493614362
"61",357.395331038307,-21.4990620164636
"62",358.030948442468,-22.3441749828476
"63",358.676701847358,-23.1895440813255
