"","long","lat"
"V.125",82.4734960391501,-78.8515013638057
"V.126",84.7272603897684,-80.8484574318207
"V.127",88.259554190743,-82.8376817256952
"V.128",94.5248457352607,-84.7922154887752
"V.129",108.000003005374,-86.62368290339
"V.130",144.000058648678,-87.9243421666571
"V.131",110.219391013899,27.189244802677
"V.132",111.557213336441,25.4776796513945
"V.133",112.852183052129,23.7645042830153
"V.134",114.106670236607,22.0530945185364
"V.135",115.324561267512,20.3456889524585
"V.136",116.508451616729,18.6431225754076
"V.137",117.662657963813,16.9457932459027
"V.138",118.790650044862,15.2540578413281
"V.139",119.896307407325,13.5695001117975
"V.140",120.979944239904,11.8906601043759
"V.141",122.046778807125,10.2168454086361
"V.142",123.099734429953,8.54759413303556
"V.143",124.141543184055,6.88216136006785
"V.144",125.174882503586,5.2200100661095
"V.145",126.202429822701,3.56039938907899
"V.146",127.226712311393,1.9026238985011
"V.147",128.250284460411,0.245820962827992
"V.148",129.2755778171,-1.41064996161843
"V.149",130.305187853344,-3.06761404706727
"V.150",131.341655399515,-4.72573232776413
"V.151",132.387548606741,-6.38580468289385
"V.152",133.445408305393,-8.04841146509247
"V.153",134.5181168353,-9.71415970742247
"V.154",135.608447253266,-11.3835134358606
"V.155",136.718708163230,-13.0589443251127
"V.156",137.854336395771,-14.7386142005185
"V.157",139.016725309480,-16.4223548686696
"V.158",140.209085093268,-18.1098794616209
"V.159",141.434666917178,-19.8013109227775
"V.160",142.697445951309,-21.4948051010633
"V.161",144.000004007165,-23.1887210435305
"V.162",145.344704330200,-24.8795224197361
"V.163",146.219378355312,-27.189244802677
"V.164",146.274484321536,-29.2783811037305
"V.165",146.333688401262,-31.3563739511530
"V.166",146.397113537894,-33.4206381183439
"V.167",146.465893542836,-35.470309586373
"V.168",146.539386378306,-37.5051663740924
"V.169",146.618835138731,-39.5262295947829
"V.170",146.705059446814,-41.5342403239696
"V.171",146.800695755572,-43.529085863531
"V.172",146.902602177989,-45.5116029116406
"V.173",147.014193808648,-47.4844176760341
"V.174",147.136973289169,-49.4488313077485
"V.175",147.272470581923,-51.4063669389688
"V.176",147.422830366312,-53.3583325509209
"V.177",147.590730076489,-55.3062307852222
"V.178",147.779284278717,-57.2514823212202
"V.179",147.992468143091,-59.1956102910997
"V.180",148.235417971868,-61.1399260911814
"V.181",148.514841010814,-63.0859016272314
"V.182",148.839630166226,-65.0348687861378
"V.183",149.221574344613,-66.9881457944106
"V.184",149.676970377335,-68.9468459728843
"V.185",150.229519020810,-70.9120484914479
"V.186",150.913712730349,-72.8844910105317
"V.187",151.776993999925,-74.8662020963192
"V.188",152.915914383646,-76.8560274468407
"V.189",154.473498042733,-78.8515013638057
"V.190",156.72726922354,-80.8484574318207
"V.191",160.259556194326,-82.8376817256952
"V.192",166.524847738843,-84.7922154887752
"V.193",180.000005008956,-86.62368290339
"V.194",216.000060652261,-87.9243421666571
"V.195",182.219393017482,27.189244802677
"V.196",183.557208509834,25.4776796513945
"V.197",184.852185055712,23.7645042830153
"V.198",186.106672240190,22.0530945185364
"V.199",187.324563271095,20.3456889524585
"V.200",188.508453620311,18.6431225754076
"V.201",189.662646307017,16.9457932459027
"V.202",190.790652048444,15.2540578413281
"V.203",191.896309410908,13.5695001117975
"V.204",192.979946243487,11.8906601043759
"V.205",194.046780810708,10.2168454086361
"V.206",195.099736433535,8.54759413303556
"V.207",196.141545187637,6.88216136006785
"V.208",197.174870846790,5.2200100661095
"V.209",198.202431826284,3.56039938907899
"V.210",199.226714314975,1.9026238985011
"V.211",200.250286463994,0.245820962827992
"V.212",201.275579820682,-1.41064996161843
"V.213",202.305189856927,-3.06761404706727
"V.214",203.341657403098,-4.72573232776413
"V.215",204.387550610324,-6.38580468289385
"V.216",205.445423969354,-8.04841146509247
"V.217",206.518118838882,-9.71415970742247
"V.218",207.608449256848,-11.3835134358606
"V.219",208.718710166812,-13.0589443251127
"V.220",209.854338399354,-14.7386142005185
"V.221",211.016740973441,-16.4223548686696
"V.222",212.209087096850,-18.1098794616209
"V.223",213.434668920761,-19.8013109227775
"V.224",214.697434294513,-21.4948051010633
"V.225",216.000006010748,-23.1887210435305
"V.226",217.344706333783,-24.8795224197361
"V.227",218.219380358895,-27.189244802677
"V.228",218.274486325119,-29.2783811037305
"V.229",218.333690404844,-31.3563739511530
"V.230",218.397129201855,-33.4206381183439
"V.231",218.465895546419,-35.470309586373
"V.232",218.539388381888,-37.5051663740924
"V.233",218.618837142314,-39.5262295947829
"V.234",218.705061450396,-41.5342403239696
"V.235",218.800697759155,-43.529085863531
"V.236",218.902604181571,-45.5116029116406
"V.237",219.014195812231,-47.4844176760341
"V.238",219.136975292751,-49.4488313077485
"V.239",219.272472585506,-51.4063669389688
"V.240",219.422832369894,-53.3583325509209
"V.241",219.590732080072,-55.3062307852222
"V.242",219.779286282299,-57.2514823212202
"V.243",219.992470146673,-59.1956102910997
"V.244",220.235419975451,-61.1399260911814
"V.245",220.514843014396,-63.0859016272314
"V.246",220.839632169809,-65.0348687861378
"V.247",221.221576348196,-66.9881457944106
"V.248",221.676972380917,-68.9468459728843
"V.249",222.229521024393,-70.9120484914479
"V.250",222.913714733931,-72.8844910105317
"V.251",223.776996003508,-74.8662020963192
"V.252",224.915916387229,-76.8560274468407
"V.253",226.473500046315,-78.8515013638057
"V.254",228.727271227123,-80.8484574318207
"V.255",232.259571858286,-82.8376817256952
"V.256",238.524849742426,-84.7922154887752
"V.257",252.000020672917,-86.62368290339
"V.258",288.000062655844,-87.9243421666571
"V.259",254.219395021064,27.189244802677
"V.260",255.557210513417,25.4776796513945
"V.261",256.852187059294,23.7645042830153
"V.262",258.106674243772,22.0530945185364
"V.263",259.324578935055,20.3456889524585
"V.264",260.508441963515,18.6431225754076
"V.265",261.662661970978,16.9457932459027
"V.266",262.790654052027,15.2540578413281
"V.267",263.896325074869,13.5695001117975
"V.268",264.979948247069,11.8906601043759
"V.269",266.046796474669,10.2168454086361
"V.270",267.099738437118,8.54759413303556
"V.271",268.141533530842,6.88216136006785
"V.272",269.174859189994,5.2200100661095
"V.273",270.202447490245,3.56039938907899
"V.274",271.226729978936,1.9026238985011
"V.275",272.250302127954,0.245820962827992
"V.276",273.275595484643,-1.41064996161843
"V.277",274.305205520888,-3.06761404706727
"V.278",275.341645746302,-4.72573232776413
"V.279",276.387538953528,-6.38580468289385
"V.280",277.445425972936,-8.04841146509247
"V.281",278.518120842465,-9.71415970742247
"V.282",279.608464920809,-11.3835134358606
"V.283",280.718725830773,-13.0589443251127
"V.284",281.854340402936,-14.7386142005185
"V.285",283.016756637402,-16.4223548686696
"V.286",284.209089100433,-18.1098794616209
"V.287",285.434670924343,-19.8013109227775
"V.288",286.697463618852,-21.4948051010633
"V.289",288.00000801433,-23.1887210435305
"V.290",289.344708337366,-24.8795224197361
"V.291",290.219382362477,-27.189244802677
"V.292",290.274488328701,-29.2783811037305
"V.293",290.333692408427,-31.3563739511530
"V.294",290.397131205438,-33.4206381183439
"V.295",290.465897550002,-35.470309586373
"V.296",290.539417706228,-37.5051663740924
"V.297",290.618839145896,-39.5262295947829
"V.298",290.705063453979,-41.5342403239696
"V.299",290.800713423115,-43.529085863531
"V.300",290.902619845532,-45.5116029116406
"V.301",291.014197815813,-47.4844176760341
"V.302",291.136977296334,-49.4488313077485
"V.303",291.272488249467,-51.4063669389688
"V.304",291.422834373477,-53.3583325509209
"V.305",291.590720423276,-55.3062307852222
"V.306",291.779288285882,-57.2514823212202
"V.307",291.992472150256,-59.1956102910997
"V.308",292.235435639412,-61.1399260911814
"V.309",292.514845017979,-63.0859016272314
"V.310",292.839634173391,-65.0348687861378
"V.311",293.221578351778,-66.9881457944106
"V.312",293.676988044878,-68.9468459728843
"V.313",294.229523027975,-70.9120484914479
"V.314",294.913716737514,-72.8844910105317
"V.315",295.77699800709,-74.8662020963192
"V.316",296.915918390811,-76.8560274468407
"V.317",298.473502049898,-78.8515013638057
"V.318",300.727273230705,-80.8484574318207
"V.319",304.259573861869,-82.8376817256952
"V.320",310.524851746008,-84.7922154887752
"V.321",324.0000226765,-86.62368290339
"V.322",6.18773414159689e-05,-87.9243421666571
"V.323",326.274475670114,29.2783811037305
"V.324",328.45032805287,27.7748976655124
"V.325",329.779838035191,26.0377158897479
"V.326",331.067410656009,24.2994412837161
"V.327",332.315586745694,22.5635128476642
"V.328",333.528245851694,20.8318071760667
"V.329",334.708092728922,19.1051490142658
"V.330",335.859607981473,17.3842401641988
"V.331",336.986753119065,15.6703664089769
"V.332",338.092451462664,13.9626090881567
"V.333",339.177549955725,12.2607479281375
"V.334",340.247403466559,10.5642749335999
"V.335",341.304826033104,8.87237475071154
"V.336",342.352768297081,7.18469562473028
"V.337",343.393798409617,5.50054599900261
"V.338",344.430757729409,3.81923517064874
"V.339",345.466105124556,2.13987500163313
"V.340",346.502599991484,0.461917049109794
"V.341",347.542537273753,-1.21544646351234
"V.342",348.588758330059,-2.89285789418038
"V.343",349.643722028503,-4.57118094165920
"V.344",350.710242407022,-6.2509084467861
"V.345",351.790696371448,-7.93264915017086
"V.346",352.888253129555,-9.6168517098646
"V.347",354.004907096582,-11.3060275010477
"V.348",355.144701744517,-12.9981727169725
"V.349",356.311680545349,-14.6933846878347
"V.350",357.507892555828,-16.3912706777569
"V.351",358.736042530867,-18.0919826584482
"V.352",360.000010017913,-19.7936884316637
"V.353",1.30256851458362,-21.4948051010633
"V.354",2.64576704977529,-23.1918663456433
"V.355",3.55719859167920,-25.4776796513945
"V.356",4.45030964523842,-27.7748976655124
"V.357",4.56378512744854,-29.875698222121
"V.358",4.68582481310421,-31.9657839194691
"V.359",4.81702933196557,-34.0425063517060
"V.360",4.95872758271301,-36.1052098206716
"V.361",5.11089352525032,-38.1536620999338
"V.362",5.27582850644096,-40.1886315857745
"V.363",5.45626673638707,-42.2101285234773
"V.364",5.6531618802515,-44.2197067810785
"V.365",5.86573999222392,-46.2173697736726
"V.366",6.09918646654484,-48.2054739165232
"V.367",6.35627307935683,-50.1855081908694
"V.368",6.64109324840683,-52.1585893326406
"V.369",6.95802640561329,-54.125991172117
"V.370",7.3130715915016,-56.089083162227
"V.371",7.71298172872679,-58.0491766992914
"V.372",8.16726700193445,-60.0073987645232
"V.373",8.68702305343126,-61.9647943768655
"V.374",9.2879857852913,-63.9223812345045
"V.375",9.98997811403322,-65.8810540922215
"V.376",10.8210123529905,-67.841229591556
"V.377",11.8187006463752,-69.8028872419403
"V.378",13.0391162859522,-71.765562590511
"V.379",14.5588231309963,-73.7293649202947
"V.380",16.5097522617418,-75.6892877026299
"V.381",19.1013531366346,-77.6391564465068
"V.382",22.6826723279242,-79.5662465095017
"V.383",27.8951755892491,-81.446870795573
"V.384",35.9999975866967,-83.2286485839759
"V.385",49.4751582719044,-84.7922154887752
"V.386",72.0000156639609,-85.8603819428843
"V.387",38.274474485973,29.2783811037305
"V.388",40.4503132083506,27.7748976655124
"V.389",41.7798368510503,26.0377158897479
"V.390",43.0674128869623,24.2994412837161
"V.391",44.3155889766471,22.5635128476642
"V.392",45.5282480826479,20.8318071760667
"V.393",46.7080812994975,19.1051490142658
"V.394",47.8596033822375,17.3842401641988
"V.395",48.9867314443567,15.6703664089769
"V.396",50.0924502785226,13.9626090881567
"V.397",51.1775487715842,12.2607479281375
"V.398",52.2473988673237,10.5642749335999
"V.399",53.3048282640576,8.87237475071154
"V.400",54.3527705280343,7.18469562473028
"V.401",55.3937972254764,5.50054599900261
"V.402",56.4307599603623,3.81923517064874
"V.403",57.4661039404149,2.13987500163313
"V.404",58.5025919771535,0.461917049109794
"V.405",59.542529259423,-1.21544646351234
"V.406",60.5887503157289,-2.89285789418038
"V.407",61.6437208443615,-4.57118094165920
"V.408",62.7102275625023,-6.2509084467861
"V.409",63.7906883571175,-7.93264915017086
"V.410",64.8882451152252,-9.6168517098646
"V.411",66.0048990822522,-11.3060275010477
"V.412",67.1447073905656,-12.9981727169725
"V.413",68.3116861913973,-14.6933846878347
"V.414",69.50787088112,-16.3912706777569
"V.415",70.7360276863475,-18.0919826584482
"V.416",72.0000020035825,-19.7936884316637
"V.417",73.3025668896282,-21.4948051010633
"V.418",74.6457714012354,-23.1918663456433
"V.419",75.557198674271,-25.4776796513945
"V.420",76.4503073799527,-27.7748976655124
"V.421",76.5637841428233,-29.875698222121
"V.422",76.6858259629131,-31.9657839194691
"V.423",76.8170270666799,-34.0425063517060
"V.424",76.958726171201,-36.1052098206716
"V.425",77.1108959557197,-38.1536620999338
"V.426",77.2758313637971,-40.1886315857745
"V.427",77.4562644711014,-42.2101285234773
"V.428",77.6531651644945,-44.2197067810785
"V.429",77.8657411420328,-46.2173697736726
"V.430",78.0991901776747,-48.2054739165232
"V.431",78.356278498034,-50.1855081908694
"V.432",78.6410973864235,-52.1585893326406
"V.433",78.9580318242904,-54.125991172117
"V.434",79.3130718875369,-56.089083162227
"V.435",79.7129862936303,-58.0491766992914
"V.436",80.167269005517,-60.0073987645232
"V.437",80.6870259107874,-61.9647943768655
"V.438",81.2879869351002,-63.9223812345045
"V.439",81.9899801176158,-65.8810540922215
"V.440",82.8210160641204,-67.841229591556
"V.441",83.8187017961841,-69.8028872419403
"V.442",85.039119997082,-71.765562590511
"V.443",86.5588234270315,-73.7293649202947
"V.444",88.509757680419,-75.6892877026299
"V.445",91.1013568477644,-77.6391564465068
"V.446",94.6826777466014,-79.5662465095017
"V.447",99.8951844230208,-81.446870795573
"V.448",108.000003005374,-83.2286485839759
"V.449",121.475160275487,-84.7922154887752
"V.450",144.000017667543,-85.8603819428843
"V.451",110.274483319745,29.2783811037305
"V.452",112.450322042122,27.7748976655124
"V.453",113.779845684822,26.0377158897479
"V.454",115.067431966018,24.2994412837161
"V.455",116.315594395324,22.5635128476642
"V.456",117.528267161703,20.8318071760667
"V.457",118.708086718175,19.1051490142658
"V.458",119.859601970725,17.3842401641988
"V.459",120.986747108318,15.6703664089769
"V.460",122.092459112294,13.9626090881567
"V.461",123.177557605356,12.2607479281375
"V.462",124.24741111619,10.5642749335999
"V.463",125.304833682735,8.87237475071154
"V.464",126.352775946711,7.18469562473028
"V.465",127.393806059248,5.50054599900261
"V.466",128.430765379039,3.81923517064874
"V.467",129.466112774187,2.13987500163313
"V.468",130.502607641114,0.461917049109794
"V.469",131.542544923384,-1.21544646351234
"V.470",132.588752319311,-2.89285789418038
"V.471",133.643729678133,-4.57118094165920
"V.472",134.710236396274,-6.2509084467861
"V.473",135.7906903607,-7.93264915017086
"V.474",136.888247118808,-9.6168517098646
"V.475",138.004901085835,-11.3060275010477
"V.476",139.144709394148,-12.9981727169725
"V.477",140.311701855358,-14.6933846878347
"V.478",141.507872884703,-16.3912706777569
"V.479",142.736036520119,-18.0919826584482
"V.480",144.000004007165,-19.7936884316637
"V.481",145.3025757234,-21.4948051010633
"V.482",146.645773404818,-23.1918663456433
"V.483",147.557207508043,-25.4776796513945
"V.484",148.450323043914,-27.7748976655124
"V.485",148.563799806784,-29.875698222121
"V.486",148.685841626874,-31.9657839194691
"V.487",148.817035900452,-34.0425063517060
"V.488",148.958748665351,-36.1052098206716
"V.489",149.110897959302,-38.1536620999338
"V.490",149.275833367380,-40.1886315857745
"V.491",149.456273304873,-42.2101285234773
"V.492",149.653173998266,-44.2197067810785
"V.493",149.865743145615,-46.2173697736726
"V.494",150.099199011446,-48.2054739165232
"V.495",150.356287331806,-50.1855081908694
"V.496",150.641106220195,-52.1585893326406
"V.497",150.958040658062,-54.125991172117
"V.498",151.313087551498,-56.089083162227
"V.499",151.712995127402,-58.0491766992914
"V.500",152.167271009100,-60.0073987645232
"V.501",152.687034744559,-61.9647943768655
"V.502",153.287995768872,-63.9223812345045
"V.503",153.989988951387,-65.8810540922215
"V.504",154.821018067703,-67.841229591556
"V.505",155.818717460145,-69.8028872419403
"V.506",157.039122000665,-71.765562590511
"V.507",158.558839090992,-73.7293649202947
"V.508",160.509759684001,-75.6892877026299
"V.509",163.101365681536,-77.6391564465068
"V.510",166.682679750184,-79.5662465095017
"V.511",171.895179596414,-81.446870795573
"V.512",180.000005008956,-83.2286485839759
"V.513",193.475162279069,-84.7922154887752
"V.514",216.000033331504,-85.8603819428843
"V.515",182.274485323327,29.2783811037305
"V.516",184.450324045705,27.7748976655124
"V.517",185.779847688405,26.0377158897479
"V.518",187.067420309222,24.2994412837161
"V.519",188.315596398907,22.5635128476642
"V.520",189.528255504908,20.8318071760667
"V.521",190.708088721757,19.1051490142658
"V.522",191.859617634686,17.3842401641988
"V.523",192.9867491119,15.6703664089769
"V.524",194.092461115877,13.9626090881567
"V.525",195.177559608938,12.2607479281375
"V.526",196.247413119773,10.5642749335999
"V.527",197.304835686317,8.87237475071154
"V.528",198.352777950294,7.18469562473028
"V.529",199.393808062831,5.50054599900261
"V.530",200.430767382622,3.81923517064874
"V.531",201.466114777769,2.13987500163313
"V.532",202.502609644697,0.461917049109794
"V.533",203.542546926966,-1.21544646351234
"V.534",204.588754322894,-2.89285789418038
"V.535",205.643731681716,-4.57118094165920
"V.536",206.710238399857,-6.2509084467861
"V.537",207.790706024661,-7.93264915017086
"V.538",208.888249122390,-9.6168517098646
"V.539",210.004903089417,-11.3060275010477
"V.540",211.144725058109,-12.9981727169725
"V.541",212.311703858941,-14.6933846878347
"V.542",213.507888548663,-16.3912706777569
"V.543",214.736038523702,-18.0919826584482
"V.544",216.000006010748,-19.7936884316637
"V.545",217.302577726982,-21.4948051010633
"V.546",218.645775408400,-23.1918663456433
"V.547",219.557209511625,-25.4776796513945
"V.548",220.450325047496,-27.7748976655124
"V.549",220.563801810367,-29.875698222121
"V.550",220.685843630457,-31.9657839194691
"V.551",220.817037904034,-34.0425063517060
"V.552",220.958737008555,-36.1052098206716
"V.553",221.110899962885,-38.1536620999338
"V.554",221.275835370962,-40.1886315857745
"V.555",221.456275308456,-42.2101285234773
"V.556",221.653176001849,-44.2197067810785
"V.557",221.865745149198,-46.2173697736726
"V.558",222.099201015029,-48.2054739165232
"V.559",222.356289335388,-50.1855081908694
"V.560",222.641108223778,-52.1585893326406
"V.561",222.958029001266,-54.125991172117
"V.562",223.313089555080,-56.089083162227
"V.563",223.712997130984,-58.0491766992914
"V.564",224.167273012682,-60.0073987645232
"V.565",224.687036748142,-61.9647943768655
"V.566",225.287997772454,-63.9223812345045
"V.567",225.98999095497,-65.8810540922215
"V.568",226.821020071285,-67.841229591556
"V.569",227.818719463728,-69.8028872419403
"V.570",229.039124004247,-71.765562590511
"V.571",230.558827434197,-73.7293649202947
"V.572",232.509775347962,-75.6892877026299
"V.573",235.101367685119,-77.6391564465068
"V.574",238.682681753766,-79.5662465095017
"V.575",243.895181599997,-81.446870795573
"V.576",252.000020672917,-83.2286485839759
"V.577",265.475164282652,-84.7922154887752
"V.578",288.000035335087,-85.8603819428843
"V.579",254.274500987288,29.2783811037305
"V.580",256.450326049287,27.7748976655124
"V.581",257.779863352365,26.0377158897479
"V.582",259.067435973183,24.2994412837161
"V.583",260.315612062868,22.5635128476642
"V.584",261.528271168868,20.8318071760667
"V.585",262.70809072534,19.1051490142658
"V.586",263.859605977891,17.3842401641988
"V.587",264.986751115483,15.6703664089769
"V.588",266.092476779838,13.9626090881567
"V.589",267.177547952143,12.2607479281375
"V.590",268.247428783733,10.5642749335999
"V.591",269.304851350278,8.87237475071154
"V.592",270.352766293498,7.18469562473028
"V.593",271.393796406035,5.50054599900261
"V.594",272.430783046583,3.81923517064874
"V.595",273.46613044173,2.13987500163313
"V.596",274.502625308658,0.461917049109794
"V.597",275.542562590927,-1.21544646351234
"V.598",276.588756326476,-2.89285789418038
"V.599",277.643747345677,-4.57118094165920
"V.600",278.710240403439,-6.2509084467861
"V.601",279.790694367865,-7.93264915017086
"V.602",280.888251125973,-9.6168517098646
"V.603",282.004905093,-11.3060275010477
"V.604",283.144727061692,-12.9981727169725
"V.605",284.311705862523,-14.6933846878347
"V.606",285.507890552246,-16.3912706777569
"V.607",286.736040527284,-18.0919826584482
"V.608",288.00000801433,-19.7936884316637
"V.609",289.302579730565,-21.4948051010633
"V.610",290.645777411983,-23.1918663456433
"V.611",291.557225175586,-25.4776796513945
"V.612",292.450340711457,-27.7748976655124
"V.613",292.563803813949,-29.875698222121
"V.614",292.685845634039,-31.9657839194691
"V.615",292.817039907617,-34.0425063517060
"V.616",292.958752672516,-36.1052098206716
"V.617",293.110901966467,-38.1536620999338
"V.618",293.275837374545,-40.1886315857745
"V.619",293.456290972416,-42.2101285234773
"V.620",293.653164345053,-44.2197067810785
"V.621",293.865747152780,-46.2173697736726
"V.622",294.099203018611,-48.2054739165232
"V.623",294.356291338971,-50.1855081908694
"V.624",294.64111022736,-52.1585893326406
"V.625",294.958058325606,-54.125991172117
"V.626",295.313091558663,-56.089083162227
"V.627",295.712985474189,-58.0491766992914
"V.628",296.167275016265,-60.0073987645232
"V.629",296.687025091346,-61.9647943768655
"V.630",297.287999776037,-63.9223812345045
"V.631",297.990006618931,-65.8810540922215
"V.632",298.821022074868,-67.841229591556
"V.633",299.81872146731,-69.8028872419403
"V.634",301.039139668208,-71.765562590511
"V.635",302.558856758536,-73.7293649202947
"V.636",304.509777351545,-75.6892877026299
"V.637",307.101369688701,-77.6391564465068
"V.638",310.682683757349,-79.5662465095017
"V.639",315.895210924336,-81.446870795573
"V.640",324.0000226765,-83.2286485839759
"V.641",337.475166286235,-84.7922154887752
"V.642",2.06975215722735e-05,-85.8603819428843
"V.643",326.333679749840,31.3563739511530
"V.644",328.563791155362,29.875698222121
"V.645",330.688799609937,28.3206366103856
"V.646",332.008774648177,26.5584802479209
"V.647",333.287768551396,24.7954649891680
"V.648",334.528595357534,23.0353559759070
"V.649",335.735134614039,21.2797907459913
"V.650",336.910255000361,19.5297801674182
"V.651",338.058737648920,17.7864904949883
"V.652",339.184024975058,16.0497526815198
"V.653",340.28936814882,14.3193370619018
"V.654",341.375641434419,12.5951889946209
"V.655",342.448117737894,10.8763112720583
"V.656",343.509911625508,9.16253911590026
"V.657",344.563837135197,7.45323561100673
"V.658",345.612544380361,5.74776811110581
"V.659",346.658792757423,4.04518721990287
"V.660",347.705341662810,2.34505559184761
"V.661",348.754786568404,0.64657991114011
"V.662",349.809559021550,-1.05084936324220
"V.663",350.872445739431,-2.74815905595319
"V.664",351.946178797714,-4.44576628877989
"V.665",353.033517592823,-6.14430114667325
"V.666",354.136839030590,-7.8441409975849
"V.667",355.258601979117,-9.54788472849404
"V.668",356.402631344337,-11.2534615114217
"V.669",357.572096334027,-12.9609763605263
