"long","lat"
180.000005008956,90.0000025044782
144.000017667543,-90.0000025044782
325.107852039119,26.8818248183239
325.784040766950,26.0331174648892
326.449273871353,25.1832199509915
327.10368795611,24.3329501917842
327.747474266519,23.4827760552252
328.381015293173,22.6330305130366
329.004748168178,21.7839218859881
329.619191985913,20.9356772778696
330.224811199239,20.0887099151260
330.821633128915,19.2429224675614
331.41039543537,18.3983593314056
331.991617212981,17.5550922236448
332.565708273099,16.7131382197519
333.133051106317,15.8725126876526
333.694137486255,15.0332770990493
334.249240620481,14.1953554680877
334.79928941472,13.3597253655926
335.342972472653,12.5255022820665
335.882011001951,11.692607670334
336.416596247909,10.8609091954799
336.947219984149,10.0304034424096
337.474128097481,9.20097002903898
337.997812361524,8.37260639404712
338.518436700819,7.5451588581777
339.036492888986,6.71858174454063
339.552172171322,5.89275552482543
340.065939000690,5.06765543959638
340.578011943145,4.24313677422042
341.088773489278,3.41915043671289
341.598496846658,2.59558436928274
342.107509864364,1.77233761319628
342.616113070720,0.94933386243389
343.124661635562,0.126430323353227
343.633374124945,-0.696416386419108
344.142633029461,-1.51933844171572
344.652766198191,-2.34238968363719
345.163992197188,-3.16573483713638
345.676748158559,-3.98938756259163
346.191252648358,-4.81350708878796
346.707915477934,-5.63810302067891
347.226927892585,-6.46337044554263
347.748754345174,-7.28929484922714
348.273586080998,-8.11603716806477
348.801914873677,-8.94359825582914
349.333959289264,-9.7721300842293
349.870183780623,-10.601601917414
350.410834234565,-11.4321682884132
350.956402424709,-12.2637984613756
351.506779068029,-13.0976595448757
352.063794655221,-13.9327167652541
352.626766167371,-14.7689829291157
353.196158057339,-15.6063777817376
353.772298174208,-16.4449645023697
354.355623650084,-17.2846679589310
354.946571617074,-18.1254744910434
355.545551886527,-18.9673294571933
356.152919628281,-19.8104770366436
356.76946714428,-20.6544493614362
357.395331038307,-21.4990620164636
358.030948442468,-22.3441749828476
358.676701847358,-23.1895440813255
359.332973743569,-24.0348551231954
360.000010017913,-24.8795531555874
0.677846276004607,-25.7229039331655
1.10784088856361,-26.8818248183239
1.12116690779942,-27.9242363366202
1.13495097659645,-28.9644485340037
1.14928210085731,-30.0017288726861
1.16410243741748,-31.0356521733913
1.17943471800027,-32.0660442662957
1.19526987126071,-33.0928095287508
1.21175346560548,-34.1159240550945
1.22912861308035,-35.1351897698409
1.24681965680433,-36.1505554465713
1.26519564043601,-37.1623147834198
1.28430352152595,-38.1705292520892
1.30418865679909,-39.1753217959843
1.32483375733910,-40.1767846226591
1.34644468931643,-41.1750440906132
1.36884973750648,-42.1702094828732
1.39339903820909,-43.1618368371432
1.41769220681783,-44.1499637194635
1.44320381714147,-45.1354234129129
1.46976866397947,-46.1183866722207
1.49770488473677,-47.0990447426836
1.52686573706790,-48.0775376431797
1.55759198337944,-49.0540702793839
1.58972909064141,-50.0287997456473
1.62361003057584,-51.0019343627394
1.65913256378861,-51.9736448853896
1.69669913783221,-52.9441088985163
1.73627079928403,-53.9135210625108
1.77818329463046,-54.8820657924807
1.82248806373369,-55.8499070129661
1.86950388432888,-56.8172564598312
1.91945241739895,-57.7842951330891
1.97256695659273,-58.7512245233203
2.02919840287884,-59.7181948946866
2.08968847915917,-60.6854316434304
2.15452810528034,-61.6530850337136
2.22402037088675,-62.6213941221572
2.29893602013757,-63.590481852166
2.3796592511736,-64.5605599596046
2.46722547798434,-65.5318060293913
2.56206905791231,-66.5044113068228
2.66556990261327,-67.4785260560608
2.77857218077996,-68.4543278620239
2.90293220976273,-69.4320079700087
3.03994281630543,-70.411716644177
3.1921136680412,-71.3936041486905
3.36164259177891,-72.377820747711
3.55216324815701,-73.364509875211
3.76427946858681,-74.3545457954043
4.0094375829002,-75.3477987346968
4.29107744511791,-76.3438110704139
4.61861062902941,-77.342637444069
5.00362711188256,-78.3442778556622
5.46289714252386,-79.3486844938693
6.02007708114364,-80.3557753964202
6.71003248213389,-81.3653456576398
7.58442049307423,-82.3772245227988
8.73332746713572,-83.3905445578727
10.3041736460430,-84.4038167816225
12.5765698989434,-85.4145618353793
16.1397199332672,-86.4174453414014
22.4499951036586,-87.3989435251323
35.9999975866967,-88.3143732890215
72.0000088337717,-88.961082920395
37.1078406096944,26.8818248183239
37.7840293375257,26.0331174648892
38.449272687212,25.1832199509915
39.1036867719693,24.3329501917842
39.747473082378,23.4827760552252
40.3810209392208,22.6330305130366
41.0047469840372,21.7839218859881
41.6191737262987,20.9356772778696
42.2248168452874,20.0887099151260
42.8216148693011,19.2429224675614
43.4103976663237,18.3983593314056
43.9916126137459,17.5550922236448
44.5657002587692,16.7131382197519
45.1330328467034,15.8725126876526
45.69413288702,15.0332770990493
46.249246266529,14.1953554680877
46.7992711551064,13.3597253655926
47.3429747036069,12.5255022820665
47.8820064027151,11.692607670334
48.4165745732008,10.8609091954799
48.9472153849136,10.0304034424096
49.4741269133397,9.20097002903898
49.9978009320992,8.37260639404712
50.5184286864888,7.5451588581777
51.0364882897505,6.71858174454063
51.5521607418973,5.89275552482543
52.0659275712657,5.06765543959638
52.5779936835307,4.24313677422042
53.088765474948,3.41915043671289
53.5984751719494,2.59558436928274
54.1074984349391,1.77233761319628
54.6161153016733,0.94933386243389
55.1246399608537,0.126430323353227
55.6333695257092,-0.696416386419108
56.1426318453199,-1.51933844171572
56.6527547687661,-2.34238968363719
57.1639978432361,-3.16573483713638
57.6767469744181,-3.98938756259163
58.1912446340277,-4.81350708878796
58.7079074636041,-5.63810302067891
59.2269198782550,-6.46337044554263
59.7487326704657,-7.28929484922714
60.2735644062895,-8.11603716806477
60.8019000291575,-8.94359825582914
61.3339444447448,-9.7721300842293
61.8701689361041,-10.601601917414
62.4108193900457,-11.4321682884132
62.9563875801896,-12.2637984613756
63.5067710536984,-13.0976595448757
64.0638003012696,-13.9327167652541
